_id,date,keyword,real_name,service,gender,text,sentiment_val
6558e9ee7be0446d938c082c,2/15/2023 0:54,8790,@CucuJibril_,twitter,n/a,"imanlagi ToyotaID hla kan yg nabrak depan kiri kok yg penyok kanan , gemoybkeknya toyota ini hahahaha mobil plastik",negative
63eced7b71027138bc563abc,2/16/2023 4:28,5837,Tes,twitter,female,"imanlagi ToyotaID Kurang totalitas nih bikin nya . Di video Fortuner nabrak pake sisi kiri, yang blangsak malah sebelah kanan. Terus keliatan kalo sengaja banget dirusak, yakali nabrak lampu nya ngga pecah masih utuh gitu. Kya bekas di congkel tuh mobil ",negative
6558e9f87be0446d938c3e14,2/14/2023 21:19,8790,Manusia Amatir,twitter,n/a,imanlagi ToyotaID Lah iya. Toyota yang mobil mahalnya aja jelek lawan brio. Apalagi yang mobil sejelas brionya toyota,negative
6558e9f87be0446d938c3d99,2/14/2023 21:14,8790,Mas Wall-e,twitter,male,imanlagi ToyotaID Tapi pernah juga Toyota Kijang nabrak Honda Supra Fit. Hondanya sampe bengkok....,negative
6558e9f87be0446d938c3e1f,2/14/2023 23:09,8790,nan,twitter,male,imanlagi ToyotaID Toyota kalah,negative
6558e9f87be0446d938c3e5c,2/14/2023 23:58,8790,Adityo R Dimas,twitter,male,imanlagi ToyotaID Toyota Kalah Dong Sama Honda.,negative
6558e9ee7be0446d938c0866,2/15/2023 1:13,8790,Azizah Nur,twitter,female,imanlagi ToyotaID Toyota kaleng kaleng ,negative
6558e9ee7be0446d938c094c,2/15/2023 5:38,8790,doektoer boedong,twitter,n/a,imanlagi ToyotaID Toyota oh toyota. Lebih kuat kaleng khong guan kayak nya,negative
6558e9ee7be0446d938c0955,2/15/2023 2:47,8790,???? adik,twitter,male,"imanlagi ToyotaID waaah bikin Toyota Fortuner kalah dari Honda Brio yg sekutil, auto laku nih Honda, fortuner body kaleng gitu sih wkwkwk",negative
63ecceab71027138bcc3d219,2/16/2023 2:21,5837,Pantura Terkini,twitter,n/a,"Viral Mobil Brio Ditabrak Fortuner Gegara Emosi di Jalan, Berikut Kiat Menghindari Emosi Saat Gunakan Lalu Lintashttpst.comTkHOPPYm",negative
63ec95a671027138bc813f0b,2/15/2023 15:47,709,Tribun Jateng,youtube,n/a,"Aneh, Tabrak Brio Fortuner Ringsek Parah, Mobil Korban Cuma Penyok Klik Subscribe dan nyalakan notifikasi agar mendapatkan update news video terbaruMobil Toyota Fortuner milik Giorgio Ramadhan atau GR pengemudi Fortuner arogan di Senopati, Kebayoran baru, Jakarta Selatan dalam kondisi ringsek.Sementara, kondisi berbeda terlihat dari mobil Honda Brio milik korban yang hanya terlihat penyok sedikit pada bagian kanan mobil.Kerusakan mobil yang disebabkan karena menabrakkan diri ke body mobil Honda Brio itu terlihat ketika pihak Kepolisian menunjukkan barang bukti kasus pengerusakan di Mapolres Metro Jakarta Selatan.BrioKuning Fortuner taksionline",negative
63ec951b71027138bc7b2d30,2/15/2023 20:31,3674,Guo Ji Ri Bao,youtube,n/a,"Tak Kuat Menanjak Truk Terguling lalu Timpa Alphard di Jagakarsa Satu unit mobil Toyota Alphard ringsek tertimpa truk bermuatan batu di Jalan Sagu, Jagakarsa, Jakarta Selatan, pada Selasa kemarin.Memperlihatkan bagian depan mobil Toyota Alphard rusak parah akibat tertimpa truk. Kaca mobil pecah akibat tertimpa badan truk dan muatan batu. Sementara itu, posisi truk terguling dan melintang di Jalan Sagu.Sopir truk bernama Jodi mengatakan, truknya membawa batu untuk bahan pengerjaan proyek dari arah Rumpin, Bogor, menuju wilayah Kebagusan, Jakarta Selatan.Ia mengaku tak tahu ada jalan menanjak yang harus dilaluinya. Jodi mengatakan, dirinya mengandalkan Google Maps untuk menuju Kebagusan.Namun naas truk tak kuat menanjak dan akhirnya terguling dan menimpah mobil alphard dibelakang truk tersebut.atas dari kejadian tersebut tidak ada korban jiwa dan arus lalulintas terputus sementara pada saat itu. terang_media ytinews Update berita terkini, follow Facebook guojiribao.indonesiaInstagram guojiribaoindonesia.officialYouTube Guojiribaowww.guojiribao.comBeritaterkini beritaviral kabarterkini explore news guojiribao infoterupdate update infoterkini viralvideo Indonesia sekilasinfo sekitarkita netnetnews viral videoviral bantushare beritaterbaru beritaindonesia informasi info alphard kecelakaan",negative
63ec945a71027138bc7328ba,2/15/2023 17:23,5837,UDO21,youtube,male,"Tampang Culun Pengemudi Fortuner Arogan Diduga Buronan Ukraina Cek Faktanya... Tampang Culun Pengemudi Fortuner Arogan Diduga Buronan Ukraina Cek Faktanya...senopati mobil, brio, fortuner, berantem, polisi, taksi online, ditabrak, jalanan, anak jaksel, polres jaksel, news, jaksel, fortuner rusak mobil, fortuner senopati, fortuner tabrak senopati, video fortuner senopati, fortuner samurai, viral fortuner barbar, Fortuner Hancurkan Brio, fortuner gengster, fortuner vs brio,Thanks For WatchingDont Forget ToSubscribeLikeCommentShareCommunity httpsyoutube.comUDOLink www.youtube.comcUdohttpsinstagram.comudo_youtubeigshidZDdkNTZiNTMMusik Nocopyrightyoutube Ltdudo",negative
6558e94d7be0446d9389155d,2/4/2023 3:02,8790,Braverian,twitter,n/a,"detikcom Halooo, tukang cat mobil yaaa, ...ngecat Toyota camry berapa duit, setengah body, body depan ancur... Yg paling cepet kering yaaa... Jangan mahal mahal",negative
63f2481171027138bcf2f06a,2/12/2023 3:55,7818,Tribun Pekanbaru Official,youtube,n/a,"Detikdetik Singa Tabrak Mobil Pengunjung Hingga Penyok di Taman Safari Prigen Sebuah video dua ekor singa berkelahi di Taman Safari Prigen, Kabupaten Pasuruan, Jawa Timur, Viral di media sosial.Dalam video terlihat kedua singa saling kejarkejaran. Salah satunya terekam menabrak bodi kiri belakang Toyota berwarna merah yang tengah berhenti menunggu antrean kendaraan.Kerasnya benturan sampai membuat mobil tersebut bergoyang. Panel kiri belakang mobil itu terlihat penyok serta lampu belakang pecah akibat terbentur.Video perkelahian dua ekor singa itu diabadikan oleh pengunjung taman.Pada video itu tampak suasana Taman Safari yang ramai dengan pengunjung. Selain mobil pengunjung, terlihat juga mobil petugas Taman Safari Prigen yang standby di wahana Singa.Mobil Petugas tersebut mengawasi ekor singa berkelahi. Awalnya kedua singa itu berkelahi di area pepohonan yang tidak dilintasi pengunjung.Namun saat salah satu singa itu mulai menyerang, satu singa lainnya kemudian berlari dari area pepohonan menuju jalan.Lari singa itu tampang kencang hingga akhirnya menabrak sisi belakang salah satu mobil pengunjung. Tak berhenti disana, lantaran jalan singa tersebut sudah terhalang mobil, singa yang tadinya mengejar kembali menyerang singa yang menabrak mobil tersebut.Alhasil, kedua singa itu berkelahi di tengah jalan tepatnya di sisi mobil yang baru saja ditabrak itu.Akibatnya, mobil pengunjung berwarna merah plat AG tersebut mengalami kerusakan. Tampak body belakang mobil itu penyok.Tak hanya itu, lampu sein mobil sebelah kiri juga pecah hingga pecahannya berjatuhan di jalanan.TRIBUNPEKANBARU.COM httpspekanbaru.tribunnews.comEditor Didik",negative
6558cb477be0446d93f3a74f,2/3/2023 18:53,9463,Transonlinewach TV,twitter,n/a,"Kasus Mahasiswa UI Ditabrak Mitsubishi Pajero, Ojol yang Telepon AmbulansSeorang ojek online ojol, Agus yang merupakan saksi dari kasus mahasiswa Universitas Indonesia UI, M Hasya Attalah Syahputra ditabrak mobil Mitsubishi Pajero yang dikendarai pensiunan Polri, httpst.cooOwoaZrFpG",negative
63ec66aa71027138bca57abe,2/15/2023 18:53,6418,detik jatim,twitter,male,Kebakaran itu bermula saat Avanza bernopol N YV milik Suaji warga Senduro sedang mengisi BBM di SPBU tempat kejadian kebakaran. Setelah mengisi BBM mobil itu hendak keluar dari area SPBU. Simak selengkapnya di sini. httpst.coPmHrwRwf,negative
63e7cab171027138bcff5773,2/12/2023 3:00,3674,RAUDHOTUL HIKMAH TV CHANNEL,youtube,female,KH. ZAINUDDIN MZ. MOBIL MERCY DIPERBAIKI PAKAI PETUNJUK TOYOTA MAKA AKAN SEMAKIN RUSAK manusia jika ingin baik harus mengikuti petunjuk penciptanya,negative
63e7cd7271027138bc0ec71f,2/12/2023 3:51,5839,handika han,youtube,male,Suara Mesin pincang Coil lemah bocor atau busi lemah Suzuki Ertiga ,negative
63e7ca6a71027138bcfdaa62,2/12/2023 4:14,7478,CAKAT RAYA,youtube,female,SUASANA PADAT MOBIL TRUK BESAR BERJALAN MERAYAP DI TANJAKAN CAKAT RAYA LINTAS SUMATERA Tanjakan CakatCakatTruk KontainerTruk TrailerTruk CanterTruk QuesterTruk MolenTruk TrontonTruk FusoTruk BoxTrontonKENDARAAN MOBIL TRUK CANTERFUSO CANTER TRUKMITSUBISHI CANTER TRUCKMOBIL TRUK FUSO HINOMOBIL TRUK BOXMITSUBISHI TRUK FUSO VS TRUK HINOTRUK DUMP TRUKTRUKTRUK MITSUBISHITRUKTRUK TRONTONMOBIL TRUK BESARKENDARAAN MITSUBISHI VIDEO TRUK TRUK OLENGBUS OLENGTRUK OLENGMUATAN EXCAVATORMUATAN PASIRMUATAN BATU SPLITTRUCK PASIRMOBIL HINOMOBIL BESARMOBIL MITSUBISHIMOBIL VOLVOMOBIL NISSAN DIESELLintas SumateraBus Antar LintasBus PariwisataBus Antar Lintas SumatraBus BesarBus LintasBus Tercepat Bus MalamBus Kecepatan Tinggitanjakan cakat tulang bawangtruk fuso olengLintas Sumaterafuso fightertruk lintas sumaterafusoMobil Antar LintasMobil Bus MalamAntar Lintas SumatraJalan TanjakanTanjakanTurunanjalan lintastruk fusotruk jogetcakat raya tulang bawangmobil boxbus olengcanter trontonmitsubishi canterCakat RayaTruk TrontonMobil DerekTruk OlengTruk SingkongTruk TebuMobil FusoTruck olengmobil truck dan Fuso olengtruk lintas sumaterafusojalan lintastruk fuso truk joget cakat raya tulang bawangmobil box bus oleng canter tronton fuso olengmitsubishi canter truk goyang canter dump truck fuso canter fuso dump truckmobil besar mobil mixer mobil olengoleng mobil sawit mobil truk truk tebu mobil truk Fuso tronton Mitsubishi Fuso dump truckmobil Mitsubishi fusotronton truk Mitsubishi box mobil truk Fuso fighterkendaraan Mitsubishi fightermobil Mitsubishi fighter kendaraan mobil truk canterfuso canter trukmitsubishi canter truck mitsubishi canter trukmitsubishi canter truk mobil Fuso truck oleng mobil Fuso truckmobil fusotronton trukolengmobilbusmobilminibusmobiltrukmobilboxmobilsedanmobilkijangmobilavansamobilalvatmobiltoyotamobilmitsubishimobilmazdamobilambulancemobilpemadamkebakaranmobilpolisimobilolengmobilelegends mobilegame mobileringtone mobilkuno mobilmasakini mobilterbakar mobilegamesmobilananakanak mobilmobilan mobilolengmobilan mobilmainanmobilmazdaexcavator,negative
63ec91b171027138bc66ad32,2/15/2023 21:27,6419,hujat_mobil_,instagram,female,"Yaaa ngga apa kalah fitur dan kalah build quality, daripada udah beli mahal eh ternyata dapet nya LMPV CC hahahahhaah. Yaa emang zenix jt an tapi arm rest ngondoy dll tapi at least dapet MPV cc hp lah ya yang Gasoline. Denger zenix juga udah ada diskon tuh wkwkwk,soal diskon nya DM aja wanta_toyota.id atau no wa yang tertera. Diskon nya bisa puluhan tuh wkwkwkwkwhmmiyasihinnova innovazenix build quality nyahancurmobiljutanggaadafoglamptapiatleastdiampvbeneranlahyanggalmpvjutahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha innova",negative
63f593cc71027138bc200897,2/11/2023 20:38,7840,Tribun Lampung,news,,"YF jadi korban pencurian saat memarkirkan mobilnya di Kafe English di Jalan Sukardi Hamdani Palapa V C, Kelurahan Labuhan Ratu, Kecamatan Labuhan Ratu, Kota Bandar Lampung.Korban pecah kaca mahasiswa semester VI Itera itu menggunakan mobil Toyota Innova hitam berpelat BE YF yang diparkirkan di samping kafe.Korban pecah kaca YF mengatakan, ia bersama rekan satu kampus sedang asik mengerjakan tugas kuliah di kafe tersebut.Saat kami sedang asik mengerjakan tugas di dalam kafe dan saya kaget pas mau pulang kok kaca belakang sebelah kanan sudah pecah, ujarnya, Jumat malam.Awalnya saya kira lupa menutup kaca mobil karena sebelum kejadian sempat hujan, tapi pas saya mau pulang pukul . WIB saya lihat kok malah berantakan kaca mobil saya, katanya lagi.Korban sadar sudah menjadi korban pecah kaca.Baca juga Jadi Korban Pencurian Pecah Kaca Mobil, Barbie Kumalasari Kehilangan Tas MewahBaca juga Sopir ke Kamar Mandi, Pencuri Modus Pecah Kaca Mobil di Lampung Selatan BeraksiSaya itu bersama teman satu kampus ada yang dibicarakan atau kordinasi di kafe itu terkait berangkat ke lapangan untuk proses pengukuran tugas kuliah, katanya.Ia mengatakan, kafe tersebut merupakan basecamp yang seringkali digunakan untuk berkordinasi dengan teman mahasiswa lainnya.Adapun pelaku pecah kaca diduga ada dua orang.Pelaku dua orang tersebut terpantau camera CCTV di areal sekitar dengan mengendarai motor.Pelaku telah menggasak laptop, suratsurat berharga, seperti ATM dan uang tunai Rp , Juta dari dalam mobil, kata mahasiswa asal Pulau Panggung, Kabupaten Tanggamus ini.Ia mengatakan, pelaku untungnya tidak mengambil drone yang ditaruh bagian kursi mobil bagian belakang.",negative
63ec4b3b71027138bc2b7bc9,2/15/2023 16:31,5141,,blogs,,"AC mobil Hyundai Creta rusak padahal baru satu bulan tiba dari dealer. Komponen indent, pemasangan butuh tiga hari. Baca Selengkapnya. Penyebab AC",negative
63ec4ac171027138bc291ce6,2/15/2023 10:45,709,,blogs,,"Akibatnya mobil truk yang hendak menanjak malahan merosot, serta menimpa Toyota Alphard dengan posisi di belakangnya. Posisinya melintang di tengah",negative
63ec641071027138bc99bd6c,2/15/2023 18:47,5837,T. Lumbantoruan,twitter,male,"imanlagi ToyotaID Di video, fortuner nabrak dan dorong brio dgn depan sudut kiri, kenapa yg bonyok sudut kanan Nabrak magic nih ",negative
6558e9b27be0446d938af750,2/16/2023 3:22,8790,Dany Irjayanto,twitter,male,"PartaiSocmed tim marketing Honda harus ambil momentum ini untuk semakin mempromosikan kekuatan produknya yg nyata jauh lebih kuat dari produk Toyota, meskipun masih di kelas mobil LCGC Go Honda ",positive
6559bd6e7be0446d93ccff8b,2/16/2023 0:35,1352,mazda sianturi,twitter,female,Pratama cocok emang nih sama pengusaha pake Wuling Formo Max,positive
6559bd6e7be0446d93ccfef9,2/16/2023 0:36,1352,Niko kennardi,twitter,male,Pratama mantap nih dari Wuling Formo Max,positive
6559bd747be0446d93cd2d36,2/16/2023 0:35,1352,mazda sianturi,twitter,female,Pratama wah keren ya Wuling Formo Max,positive
640ac1f607c033a038ddd589,2/15/2023 21:23,7906,saleshyundai_jkt,instagram,n/a,Puji Tuhan pengiriman unit Hyundai Stargazer Prime seats berjalan lancar diterima Ibu. P beserta Keluarga Terima kasih Ibu.P beserta Keluarga sudah begitu percayakan pembelian mobil Hyundai nya kepada Merrick Tuhan berkati berlipat ganda kehidupan bapak dan keluarga MPV Bintang Baru Keluarga Hyundai Stargazer Perkenalkan saya Merrick Zaini dari showroom S Hyundai Motor Indonesia Pegangsaan. Bapak Ibu bisa menghubungi saya jika ada keperluan dan kebutuhan untuk Test Drive Pergantian Kendaraan Merk Hyundai. Kami melayani kebutuhan Pribadi maupun kebutuhan Korporasi Direksi Perusahaan Pengadaan.Mengapa Hyundai Motor Indonesia Pegangsaan Trade In Ready DP Cicilan Ringan Garansi Maintenance Tahun Garansi Sparepart Tahun Asuransi Jiwa Perjalanan Sampai Dengan Juta RupiahLayanan Antar Jemput Service Gratis Range Jarak KM dari ShowroomFitur Blue Link adalah Fitur Akses dan Monitoring Tracking GPS Sangat cocok untuk mobil Rental PerusahaanGaransi Buyback pada Tahun KetigaUntuk info lebih lanjut mengenai produk dan kebutuhan test drive bisa hubungi Merrick di nomor atau akun Instagram saleshyundai_jkt hyundaistargazer hyundaiindonesia hyundai saleshyundai jakarta kelapagading stargazer bintangbarumpv bintangbarukeluarga spotlightinmotion hyundaicreta creta prime hyundaicretaprime bintangbarukeluarga,positive
640aaf1a07c033a03877a406,2/16/2023 5:23,7905,Satyo13,twitter,male,"ridwanhr hyundai matrix masih sy anggep ganteng, krn punyanya cuma itu doank si ",positive
65157e0aca55f77d06af651c,2/15/2023 20:18,9307,akbar_nissanjakarta,instagram,male,"Salah satu mobil listrik terlaris di dunia ini hadir semakin futuristik.Yap, daripada nunggu Indent yang lain kelamaan mending beli Nissan Leaf yang sekarang jadi makin keren dengan fiturfitur terbarunya. Yang paling menarik antara lain adalah mode berkendara epedal, jadi Nissan Lovers bisa ngegas dan ngerem cuma pakai satu pedal aja.Harganya juga bersaing banget, Hanya tan.Gimana Nissan Lovers,tertarik punyaMore Info Akbar WASenior sales executive Nissan TB Simatupang.nissan nissanindonesia nissanjakarta nissanleaf mobillistrik nissanleaf",positive
