_id,date,keyword,real_name,service,gender,text,sentiment_val
6558e9ee7be0446d938c082c,2/15/23 0:54,8790,@CucuJibril_,twitter,n/a,"imanlagi ToyotaID hla kan yg nabrak depan kiri kok yg penyok kanan , gemoybkeknya toyota ini hahahaha mobil plastik",negative
63eced7b71027138bc563abc,2/16/23 4:28,5837,Tes,twitter,female,"imanlagi ToyotaID Kurang totalitas nih bikin nya . Di video Fortuner nabrak pake sisi kiri, yang blangsak malah sebelah kanan. Terus keliatan kalo sengaja banget dirusak, yakali nabrak lampu nya ngga pecah masih utuh gitu. Kya bekas di congkel tuh mobil ",negative
6558e9f87be0446d938c3e14,2/14/23 21:19,8790,Manusia Amatir,twitter,n/a,imanlagi ToyotaID Lah iya. Toyota yang mobil mahalnya aja jelek lawan brio. Apalagi yang mobil sejelas brionya toyota,negative
6558e9f87be0446d938c3d99,2/14/23 21:14,8790,Mas Wall-e,twitter,male,imanlagi ToyotaID Tapi pernah juga Toyota Kijang nabrak Honda Supra Fit. Hondanya sampe bengkok....,negative
6558e9f87be0446d938c3e1f,2/14/23 23:09,8790,nan,twitter,male,imanlagi ToyotaID Toyota kalah,negative
6558e9f87be0446d938c3e5c,2/14/23 23:58,8790,Adityo R Dimas,twitter,male,imanlagi ToyotaID Toyota Kalah Dong Sama Honda.,negative
6558e9ee7be0446d938c0866,2/15/23 1:13,8790,Azizah Nur,twitter,female,imanlagi ToyotaID Toyota kaleng kaleng ,negative
6558e9ee7be0446d938c094c,2/15/23 5:38,8790,doektoer boedong,twitter,n/a,imanlagi ToyotaID Toyota oh toyota. Lebih kuat kaleng khong guan kayak nya,negative
6558e9ee7be0446d938c0955,2/15/23 2:47,8790,🇮🇩 adik,twitter,male,"imanlagi ToyotaID waaah bikin Toyota Fortuner kalah dari Honda Brio yg sekutil, auto laku nih Honda, fortuner body kaleng gitu sih wkwkwk",negative
63ecceab71027138bcc3d219,2/16/23 2:21,5837,Pantura Terkini,twitter,n/a,"Viral Mobil Brio Ditabrak Fortuner Gegara Emosi di Jalan, Berikut Kiat Menghindari Emosi Saat Gunakan Lalu Lintashttpst.comTkHOPPYm",negative
63ec95a671027138bc813f0b,2/15/23 15:47,709,Tribun Jateng,youtube,n/a,"Aneh, Tabrak Brio Fortuner Ringsek Parah, Mobil Korban Cuma Penyok Klik Subscribe dan nyalakan notifikasi agar mendapatkan update news video terbaruMobil Toyota Fortuner milik Giorgio Ramadhan atau GR pengemudi Fortuner arogan di Senopati, Kebayoran baru, Jakarta Selatan dalam kondisi ringsek.Sementara, kondisi berbeda terlihat dari mobil Honda Brio milik korban yang hanya terlihat penyok sedikit pada bagian kanan mobil.Kerusakan mobil yang disebabkan karena menabrakkan diri ke body mobil Honda Brio itu terlihat ketika pihak Kepolisian menunjukkan barang bukti kasus pengerusakan di Mapolres Metro Jakarta Selatan.BrioKuning Fortuner taksionline",negative
63ec951b71027138bc7b2d30,2/15/23 20:31,3674,Guo Ji Ri Bao,youtube,n/a,"Tak Kuat Menanjak Truk Terguling lalu Timpa Alphard di Jagakarsa Satu unit mobil Toyota Alphard ringsek tertimpa truk bermuatan batu di Jalan Sagu, Jagakarsa, Jakarta Selatan, pada Selasa kemarin.Memperlihatkan bagian depan mobil Toyota Alphard rusak parah akibat tertimpa truk. Kaca mobil pecah akibat tertimpa badan truk dan muatan batu. Sementara itu, posisi truk terguling dan melintang di Jalan Sagu.Sopir truk bernama Jodi mengatakan, truknya membawa batu untuk bahan pengerjaan proyek dari arah Rumpin, Bogor, menuju wilayah Kebagusan, Jakarta Selatan.Ia mengaku tak tahu ada jalan menanjak yang harus dilaluinya. Jodi mengatakan, dirinya mengandalkan Google Maps untuk menuju Kebagusan.Namun naas truk tak kuat menanjak dan akhirnya terguling dan menimpah mobil alphard dibelakang truk tersebut.atas dari kejadian tersebut tidak ada korban jiwa dan arus lalulintas terputus sementara pada saat itu. terang_media ytinews Update berita terkini, follow Facebook guojiribao.indonesiaInstagram guojiribaoindonesia.officialYouTube Guojiribaowww.guojiribao.comBeritaterkini beritaviral kabarterkini explore news guojiribao infoterupdate update infoterkini viralvideo Indonesia sekilasinfo sekitarkita netnetnews viral videoviral bantushare beritaterbaru beritaindonesia informasi info alphard kecelakaan",negative
63ec945a71027138bc7328ba,2/15/23 17:23,5837,UDO21,youtube,male,"Tampang Culun Pengemudi Fortuner Arogan Diduga Buronan Ukraina Cek Faktanya... Tampang Culun Pengemudi Fortuner Arogan Diduga Buronan Ukraina Cek Faktanya...senopati mobil, brio, fortuner, berantem, polisi, taksi online, ditabrak, jalanan, anak jaksel, polres jaksel, news, jaksel, fortuner rusak mobil, fortuner senopati, fortuner tabrak senopati, video fortuner senopati, fortuner samurai, viral fortuner barbar, Fortuner Hancurkan Brio, fortuner gengster, fortuner vs brio,Thanks For WatchingDont Forget ToSubscribeLikeCommentShareCommunity httpsyoutube.comUDOLink www.youtube.comcUdohttpsinstagram.comudo_youtubeigshidZDdkNTZiNTMMusik Nocopyrightyoutube Ltdudo",negative
6558e94d7be0446d9389155d,2/4/23 3:02,8790,Braverian,twitter,n/a,"detikcom Halooo, tukang cat mobil yaaa, ...ngecat Toyota camry berapa duit, setengah body, body depan ancur... Yg paling cepet kering yaaa... Jangan mahal mahal",negative
63f2481171027138bcf2f06a,2/12/23 3:55,7818,Tribun Pekanbaru Official,youtube,n/a,"Detikdetik Singa Tabrak Mobil Pengunjung Hingga Penyok di Taman Safari Prigen Sebuah video dua ekor singa berkelahi di Taman Safari Prigen, Kabupaten Pasuruan, Jawa Timur, Viral di media sosial.Dalam video terlihat kedua singa saling kejarkejaran. Salah satunya terekam menabrak bodi kiri belakang Toyota berwarna merah yang tengah berhenti menunggu antrean kendaraan.Kerasnya benturan sampai membuat mobil tersebut bergoyang. Panel kiri belakang mobil itu terlihat penyok serta lampu belakang pecah akibat terbentur.Video perkelahian dua ekor singa itu diabadikan oleh pengunjung taman.Pada video itu tampak suasana Taman Safari yang ramai dengan pengunjung. Selain mobil pengunjung, terlihat juga mobil petugas Taman Safari Prigen yang standby di wahana Singa.Mobil Petugas tersebut mengawasi ekor singa berkelahi. Awalnya kedua singa itu berkelahi di area pepohonan yang tidak dilintasi pengunjung.Namun saat salah satu singa itu mulai menyerang, satu singa lainnya kemudian berlari dari area pepohonan menuju jalan.Lari singa itu tampang kencang hingga akhirnya menabrak sisi belakang salah satu mobil pengunjung. Tak berhenti disana, lantaran jalan singa tersebut sudah terhalang mobil, singa yang tadinya mengejar kembali menyerang singa yang menabrak mobil tersebut.Alhasil, kedua singa itu berkelahi di tengah jalan tepatnya di sisi mobil yang baru saja ditabrak itu.Akibatnya, mobil pengunjung berwarna merah plat AG tersebut mengalami kerusakan. Tampak body belakang mobil itu penyok.Tak hanya itu, lampu sein mobil sebelah kiri juga pecah hingga pecahannya berjatuhan di jalanan.TRIBUNPEKANBARU.COM httpspekanbaru.tribunnews.comEditor Didik",negative
6558cb477be0446d93f3a74f,2/3/23 18:53,9463,Transonlinewach TV,twitter,n/a,"Kasus Mahasiswa UI Ditabrak Mitsubishi Pajero, Ojol yang Telepon AmbulansSeorang ojek online ojol, Agus yang merupakan saksi dari kasus mahasiswa Universitas Indonesia UI, M Hasya Attalah Syahputra ditabrak mobil Mitsubishi Pajero yang dikendarai pensiunan Polri, httpst.cooOwoaZrFpG",negative
63ec66aa71027138bca57abe,2/15/23 18:53,6418,detik jatim,twitter,male,Kebakaran itu bermula saat Avanza bernopol N YV milik Suaji warga Senduro sedang mengisi BBM di SPBU tempat kejadian kebakaran. Setelah mengisi BBM mobil itu hendak keluar dari area SPBU. Simak selengkapnya di sini. httpst.coPmHrwRwf,negative
63e7cab171027138bcff5773,2/12/23 3:00,3674,RAUDHOTUL HIKMAH TV CHANNEL,youtube,female,KH. ZAINUDDIN MZ. MOBIL MERCY DIPERBAIKI PAKAI PETUNJUK TOYOTA MAKA AKAN SEMAKIN RUSAK manusia jika ingin baik harus mengikuti petunjuk penciptanya,negative
63e7cd7271027138bc0ec71f,2/12/23 3:51,5839,handika han,youtube,male,Suara Mesin pincang Coil lemah bocor atau busi lemah Suzuki Ertiga ,negative
63e7ca6a71027138bcfdaa62,2/12/23 4:14,7478,CAKAT RAYA,youtube,female,SUASANA PADAT MOBIL TRUK BESAR BERJALAN MERAYAP DI TANJAKAN CAKAT RAYA LINTAS SUMATERA Tanjakan CakatCakatTruk KontainerTruk TrailerTruk CanterTruk QuesterTruk MolenTruk TrontonTruk FusoTruk BoxTrontonKENDARAAN MOBIL TRUK CANTERFUSO CANTER TRUKMITSUBISHI CANTER TRUCKMOBIL TRUK FUSO HINOMOBIL TRUK BOXMITSUBISHI TRUK FUSO VS TRUK HINOTRUK DUMP TRUKTRUKTRUK MITSUBISHITRUKTRUK TRONTONMOBIL TRUK BESARKENDARAAN MITSUBISHI VIDEO TRUK TRUK OLENGBUS OLENGTRUK OLENGMUATAN EXCAVATORMUATAN PASIRMUATAN BATU SPLITTRUCK PASIRMOBIL HINOMOBIL BESARMOBIL MITSUBISHIMOBIL VOLVOMOBIL NISSAN DIESELLintas SumateraBus Antar LintasBus PariwisataBus Antar Lintas SumatraBus BesarBus LintasBus Tercepat Bus MalamBus Kecepatan Tinggitanjakan cakat tulang bawangtruk fuso olengLintas Sumaterafuso fightertruk lintas sumaterafusoMobil Antar LintasMobil Bus MalamAntar Lintas SumatraJalan TanjakanTanjakanTurunanjalan lintastruk fusotruk jogetcakat raya tulang bawangmobil boxbus olengcanter trontonmitsubishi canterCakat RayaTruk TrontonMobil DerekTruk OlengTruk SingkongTruk TebuMobil FusoTruck olengmobil truck dan Fuso olengtruk lintas sumaterafusojalan lintastruk fuso truk joget cakat raya tulang bawangmobil box bus oleng canter tronton fuso olengmitsubishi canter truk goyang canter dump truck fuso canter fuso dump truckmobil besar mobil mixer mobil olengoleng mobil sawit mobil truk truk tebu mobil truk Fuso tronton Mitsubishi Fuso dump truckmobil Mitsubishi fusotronton truk Mitsubishi box mobil truk Fuso fighterkendaraan Mitsubishi fightermobil Mitsubishi fighter kendaraan mobil truk canterfuso canter trukmitsubishi canter truck mitsubishi canter trukmitsubishi canter truk mobil Fuso truck oleng mobil Fuso truckmobil fusotronton trukolengmobilbusmobilminibusmobiltrukmobilboxmobilsedanmobilkijangmobilavansamobilalvatmobiltoyotamobilmitsubishimobilmazdamobilambulancemobilpemadamkebakaranmobilpolisimobilolengmobilelegends mobilegame mobileringtone mobilkuno mobilmasakini mobilterbakar mobilegamesmobilananakanak mobilmobilan mobilolengmobilan mobilmainanmobilmazdaexcavator,negative
63ec91b171027138bc66ad32,2/15/23 21:27,6419,hujat_mobil_,instagram,female,"Yaaa ngga apa kalah fitur dan kalah build quality, daripada udah beli mahal eh ternyata dapet nya LMPV CC hahahahhaah. Yaa emang zenix jt an tapi arm rest ngondoy dll tapi at least dapet MPV cc hp lah ya yang Gasoline. Denger zenix juga udah ada diskon tuh wkwkwk,soal diskon nya DM aja wanta_toyota.id atau no wa yang tertera. Diskon nya bisa puluhan tuh wkwkwkwkwhmmiyasihinnova innovazenix build quality nyahancurmobiljutanggaadafoglamptapiatleastdiampvbeneranlahyanggalmpvjutahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha innova",negative
63f593cc71027138bc200897,2/11/23 20:38,7840,Tribun Lampung,news,,"YF jadi korban pencurian saat memarkirkan mobilnya di Kafe English di Jalan Sukardi Hamdani Palapa V C, Kelurahan Labuhan Ratu, Kecamatan Labuhan Ratu, Kota Bandar Lampung.Korban pecah kaca mahasiswa semester VI Itera itu menggunakan mobil Toyota Innova hitam berpelat BE YF yang diparkirkan di samping kafe.Korban pecah kaca YF mengatakan, ia bersama rekan satu kampus sedang asik mengerjakan tugas kuliah di kafe tersebut.Saat kami sedang asik mengerjakan tugas di dalam kafe dan saya kaget pas mau pulang kok kaca belakang sebelah kanan sudah pecah, ujarnya, Jumat malam.Awalnya saya kira lupa menutup kaca mobil karena sebelum kejadian sempat hujan, tapi pas saya mau pulang pukul . WIB saya lihat kok malah berantakan kaca mobil saya, katanya lagi.Korban sadar sudah menjadi korban pecah kaca.Baca juga Jadi Korban Pencurian Pecah Kaca Mobil, Barbie Kumalasari Kehilangan Tas MewahBaca juga Sopir ke Kamar Mandi, Pencuri Modus Pecah Kaca Mobil di Lampung Selatan BeraksiSaya itu bersama teman satu kampus ada yang dibicarakan atau kordinasi di kafe itu terkait berangkat ke lapangan untuk proses pengukuran tugas kuliah, katanya.Ia mengatakan, kafe tersebut merupakan basecamp yang seringkali digunakan untuk berkordinasi dengan teman mahasiswa lainnya.Adapun pelaku pecah kaca diduga ada dua orang.Pelaku dua orang tersebut terpantau camera CCTV di areal sekitar dengan mengendarai motor.Pelaku telah menggasak laptop, suratsurat berharga, seperti ATM dan uang tunai Rp , Juta dari dalam mobil, kata mahasiswa asal Pulau Panggung, Kabupaten Tanggamus ini.Ia mengatakan, pelaku untungnya tidak mengambil drone yang ditaruh bagian kursi mobil bagian belakang.",negative
63ec4b3b71027138bc2b7bc9,2/15/23 16:31,5141,,blogs,,"AC mobil Hyundai Creta rusak padahal baru satu bulan tiba dari dealer. Komponen indent, pemasangan butuh tiga hari. Baca Selengkapnya. Penyebab AC",negative
63ec4ac171027138bc291ce6,2/15/23 10:45,709,,blogs,,"Akibatnya mobil truk yang hendak menanjak malahan merosot, serta menimpa Toyota Alphard dengan posisi di belakangnya. Posisinya melintang di tengah",negative
63ec641071027138bc99bd6c,2/15/23 18:47,5837,T. Lumbantoruan,twitter,male,"imanlagi ToyotaID Di video, fortuner nabrak dan dorong brio dgn depan sudut kiri, kenapa yg bonyok sudut kanan Nabrak magic nih ",negative
63ec47ac71027138bc1bf154,2/15/23 16:46,5837,jendral cebong,twitter,male,imanlagi ToyotaID Dulu nabrak tiang listrik penumpang tengan sekarat ampe dibawa ke IGD. Skg fortunernya Toyota_IDN nabrak brionya Honda_ID penyok fortunernya. Gmn ni mutu fortuner,negative
63ec454d71027138bc123478,2/15/23 16:27,5837,Rahadian Yasin,twitter,male,imanlagi ToyotaID Terus beberapa pejabat militer ada yang pakai Fortuner kalau gitu Fortuner nggak cocok kalau gampang Ringsek,negative
63ec469a71027138bc170e2d,2/15/23 16:07,5829,瘟神陳 // Vincent Chan,instagram,male,"Its always love and hate relationship with this piece of shit Through all the ups and down Through the deepest cry and joyful moment in my life . You are there and youll never leave , my valentine SQD via jourdan ...Trueno AE HachiRoku SprinterTrueno Corolla Toyota ToyotaCorolla InitialD D FujiwaraTofuCafe AERatchetClub ValentinesDay toyotacorolla",negative
63ec537d71027138bc4fce5d,2/15/23 17:29,5837,tvOnenews,twitter,n/a,"Jadi Tersangka Perusakan dan Pengancaman, Pengemudi Fortuner Rusak Brio Minta Maaf httpst.cotKcVbsXT",negative
63ec47ac71027138bc1bf151,2/15/23 16:40,5837,Mas Banyu,twitter,male,"Kalo gue punya fortuner ama brio , bakalan gue adu mana yg bonyoknya lebih parah",negative
63ec5c6971027138bc75ad71,2/15/23 14:37,3674,,news,,"Ketua kehormatan Toyota Motor Corporation yang juga putra pendiri perusahaan, Shoichiro Toyoda meninggal dunia pada usia tahun karena gagal",negative
63ec4b3b71027138bc2b7c65,2/15/23 11:29,5141,,news,,"Mobil Listrik di RI Masih Mahal, Ombudsman Minta Pemerintah Segera Beri Insentif",negative
63ec44f171027138bc102f9e,2/15/23 16:27,5818,Bakul Kembang,twitter,female,Paltiwest Toyota mesti turun tangan nih masa sekelas Fortuner bodynya kalah kuat dengan mobil LCGC Honda Brio,negative
63f8a1ff71027138bc6cf0a0,2/14/23 2:26,7860,SINDOnews.com,news,,"JAKARTA Penumpang taksi online histeris saat mobil Honda Brio kuning dirusak pengemudi Toyota Fortuner secara brutal di kawasan Senopati, Jakarta Selatan. Sopir Fortuner mengancam pengemudi Brio, menendang mobil, dan memukul kaca hingga pecah.Penumpang perempuan inisial H itu kan dari Senopati dipick up. Makanya si perempuan histeris juga soalnya sopir Fortuner membabibuta, ujar Manda Berinandus, kuasa hukum AW driver taksi online, Senin .Baca juga Aksi Saling Klakson Jadi Pemicu Pengemudi Fortuner Lakukan PerusakanDia menginginkan pihak kepolisian juga mengusut kejadian tersebut. Saat itu terdapat unsur ancaman yang dilakukan GR, pengemudi Fortuner brutal.Pasalnya perusakan. Saya belum datang saat kejadian kemarin karena saya datang selesai BAP, ucapnya.Menurut dia, dengan dinaikkannya status kasus menjadi penyidikan, pelaku tidak hanya dijerat Pasal KUHP. Pelaku yang membawa pedang dan diduga airsoft gun juga dapat mengancam keselamatan orang lain.Jangan hanya pasal perusakan, tolong dikembangin. Saya yakin penyidikan punya rasa keadilan bagi kita masyarakat. Masak hanya perusakan, tentang sajam samurainya gimana tuh, membabibuta di tengah jalan, ancaman saksi penumpang masak nggak dilihat, ujar Manda.",negative
